date,open,high,low,close,volume_base,quote_volume_usd,number_of_trades,taker_buy_base,taker_buy_quote,binance_symbol
2020-09-01,11649.51,12050.85,11515.0,11921.97,78148.193668,928047313.4889666,1321492,37476.019382,444996773.6683221,BTCUSDT
2020-09-02,11921.97,11954.57,11160.1,11388.54,87221.845602,1005391012.1338753,1373524,39972.309887,460939443.22481513,BTCUSDT
2020-09-03,11388.54,11462.6,9960.8,10140.85,121950.106015,1325106403.3158674,1611610,54266.83286,590230451.1123078,BTCUSDT
2020-09-04,10138.29,10627.05,9875.5,10446.25,92733.599113,959925718.3512753,1434860,42707.834666,442163704.1972196,BTCUSDT
2020-09-05,10446.25,10565.68,9825.0,10166.69,90001.605568,917578408.8761182,1476782,43478.132323,443342852.1870749,BTCUSDT
2020-09-06,10166.69,10347.14,9994.86,10256.2,56368.788815,574903000.2351745,1053192,28033.438827,285904912.75096273,BTCUSDT
2020-09-07,10255.89,10410.75,9875.0,10373.44,62620.230676,634278537.8151095,927363,30576.700673,309796338.5452512,BTCUSDT
2020-09-08,10373.45,10438.0,9850.0,10126.65,73491.878418,742947901.9712393,1048125,34410.81447,348048428.8837256,BTCUSDT
2020-09-09,10126.66,10343.0,9981.01,10219.2,49347.113776,503082625.2147909,755560,23815.412427,242759702.91500348,BTCUSDT
2020-09-10,10219.29,10483.35,10070.83,10336.87,58253.75375,602390078.4922807,851877,27690.112498,286362452.83931565,BTCUSDT
2020-09-11,10336.86,10397.6,10200.0,10387.89,43830.254467,451241002.66033614,637869,21231.610727,218592078.0289088,BTCUSDT
2020-09-12,10387.89,10477.97,10269.25,10440.92,35379.153096,366912671.4437269,577724,17560.768885,182148657.45690608,BTCUSDT
2020-09-13,10440.67,10580.11,10200.0,10332.83,43837.609865,455338605.3291489,692439,20785.517328,215965189.3161275,BTCUSDT
2020-09-14,10332.84,10750.0,10212.34,10671.77,67059.291361,706175591.3866128,828957,31880.363157,335719021.03890437,BTCUSDT
2020-09-15,10671.77,10930.04,10606.48,10785.31,61822.452786,666457161.1491377,893852,29744.087277,320640236.4058763,BTCUSDT
2020-09-16,10785.23,11093.0,10661.22,10954.01,64991.51244,708644989.4830699,884153,31740.511691,346117690.57309234,BTCUSDT
2020-09-17,10954.01,11045.46,10745.83,10939.99,55601.614529,605010288.7799246,829137,27029.927035,294147097.61187047,BTCUSDT
2020-09-18,10940.0,11038.03,10812.84,10933.39,47266.728275,516147935.6692284,717371,23044.919886,251654627.23674527,BTCUSDT
2020-09-19,10933.4,11179.79,10887.37,11080.65,38440.036858,423651901.1577304,620127,19923.059267,219623766.3129781,BTCUSDT
2020-09-20,11080.64,11080.64,10723.0,10920.28,39157.922565,426815210.75551224,646329,19437.694363,211845335.515648,BTCUSDT
2020-09-21,10920.28,10988.86,10296.35,10417.22,70683.431179,751020795.2358837,1028531,33628.930589,357346575.1690184,BTCUSDT
2020-09-22,10417.22,10572.71,10353.0,10529.61,43991.235476,460362500.7284081,738576,21497.461589,224981251.32868052,BTCUSDT
2020-09-23,10529.61,10537.15,10136.82,10241.46,51876.568079,539362015.157462,774391,25012.706819,260045385.6515704,BTCUSDT
2020-09-24,10241.46,10795.24,10190.93,10736.32,57676.619427,604520870.055638,789282,27946.804325,292936072.9870462,BTCUSDT
2020-09-25,10736.33,10760.53,10556.24,10686.67,48101.117008,512647249.14932007,733430,23566.330337,251168863.9271173,BTCUSDT
2020-09-26,10686.57,10820.94,10644.68,10728.6,28420.836659,304511477.68085533,502670,14314.531345,153391173.49799377,BTCUSDT
2020-09-27,10728.59,10799.0,10594.82,10774.25,30549.483253,327169249.4549957,516004,15101.03977,161737536.90897185,BTCUSDT
2020-09-28,10774.26,10950.0,10626.0,10696.12,50095.251734,544463219.5978093,686664,25219.073315,274111924.66132486,BTCUSDT
2020-09-29,10696.11,10867.54,10635.87,10840.48,41874.898399,449345822.46022886,587576,19896.076209,213544159.85659412,BTCUSDT
2020-09-30,10840.58,10849.34,10665.13,10776.59,39596.027322,425279696.28526336,595383,18712.059711,200976719.4408508,BTCUSDT
2020-10-01,10776.59,10920.0,10437.0,10619.13,60866.332893,652168989.4617349,794855,28449.975103,304779535.3819748,BTCUSDT
2020-10-02,10619.13,10664.64,10374.0,10570.4,50130.393705,526864379.3093653,777193,24123.902545,253507685.50358704,BTCUSDT
2020-10-03,10570.4,10603.56,10496.46,10542.06,22298.221341,235160884.60853615,381329,10752.462882,113392722.762172,BTCUSDT
2020-10-04,10542.07,10696.87,10517.87,10666.63,23212.001595,246252050.90681073,377553,12123.27565,128619845.13152087,BTCUSDT
2020-10-05,10666.62,10798.0,10615.64,10792.21,34025.761653,364158510.23798054,483340,15551.584387,166457546.86846152,BTCUSDT
2020-10-06,10792.2,10800.0,10525.0,10599.66,48674.740471,520051256.0821992,734526,23189.6899,247740447.636706,BTCUSDT
2020-10-07,10599.65,10681.87,10546.17,10666.39,32811.990279,348298562.85686266,503440,15783.355684,167548410.82933536,BTCUSDT
2020-10-08,10666.4,10950.0,10530.41,10925.57,51959.691572,559311760.4414803,659291,26482.599529,285240420.957764,BTCUSDT
2020-10-09,10925.44,11104.64,10829.0,11050.64,48240.073237,530822321.51623464,635681,25658.631396,282409996.0093115,BTCUSDT
2020-10-10,11050.64,11491.0,11050.51,11293.22,43648.036943,494785212.2308736,698561,22807.204651,258432465.7904096,BTCUSDT
2020-10-11,11293.22,11445.0,11221.0,11369.02,29043.851339,329927755.03808504,509714,14470.444269,164384653.13411286,BTCUSDT
2020-10-12,11369.02,11720.01,11172.0,11528.25,52825.28371,604779845.7920177,740823,26865.929321,307665447.3392344,BTCUSDT
2020-10-13,11528.24,11557.0,11300.0,11420.56,42205.283709,482663390.72403574,618262,19346.158605,221257357.56527472,BTCUSDT
2020-10-14,11420.57,11547.98,11280.0,11417.89,41415.106015,472007015.72093433,590025,19070.057307,217375960.3109474,BTCUSDT
2020-10-15,11417.89,11617.34,11250.83,11505.12,48760.717679,556436445.5576282,662386,24019.237669,274171016.90668136,BTCUSDT
2020-10-16,11505.13,11541.15,11200.0,11319.32,48797.749502,553211001.6122569,693210,22821.593484,258752919.33224076,BTCUSDT
2020-10-17,11319.24,11402.42,11255.0,11360.2,22368.915241,253582775.96265447,365973,10318.024614,116996094.14462668,BTCUSDT
2020-10-18,11360.31,11505.0,11346.22,11503.14,23284.041191,266150824.34809864,346946,12396.127099,141743879.128419,BTCUSDT
2020-10-19,11503.14,11823.99,11407.96,11751.47,47414.534692,550728683.7992793,650960,24716.395136,287236347.5490607,BTCUSDT
2020-10-20,11751.46,12038.38,11677.59,11909.99,62134.750663,737425592.0819716,906111,31911.708832,378905888.9600628,BTCUSDT
2020-10-21,11910.0,13217.68,11886.95,12780.96,114584.456767,1437122186.6339953,1453620,59033.671756,740274649.2807958,BTCUSDT
2020-10-22,12780.75,13185.0,12678.08,12968.52,70038.824144,905778888.8702905,1035811,33259.495044,430203750.0189252,BTCUSDT
2020-10-23,12968.84,13027.69,12720.08,12923.07,50386.999841,650680239.1101469,699313,24685.925495,318827712.1982008,BTCUSDT
2020-10-24,12923.06,13166.73,12870.0,13111.73,35952.20907,468299521.7696653,536821,18382.744579,239455378.09125665,BTCUSDT
